,SNO,State,District,ulb,No. of Applications Received,No. of Applications Not Verified,No. of Applications Verified,No. of Applications Approved,No. of Applications Approved having Aadhar No.,No. of Applications Rejected,No. of Applications Pullback,No. of Applications Closed,No. of Constructed Toilet Photo Uploaded,No. of Constructed Toilet Photo Approved,No. of Commenced Toilet Photo ,No. of Constructed Toilet Photo through Swachhalaya
2,2,Uttar Pradesh,Hapur,Garhmukhteshwar (NPP),4449,93,2228,2228,1866,2093,20,15,3137,1926,73,22
4,3,Uttar Pradesh,Hapur,Hapur (NPP),6649,67,3096,3096,2359,3424,7,55,2866,1316,17,31
6,4,Uttar Pradesh,Hapur,Pilkhuwa (NPP),2760,291,1441,1441,1062,881,11,136,1383,7,17,7
0,1,Uttar Pradesh,Hardoi ,Beniganj (NP),1891,23,701,701,645,973,4,190,642,559,21,19
2,2,Uttar Pradesh,Hardoi ,Bilgram (NPP),5101,81,1800,1750,1723,3035,8,177,1706,1593,9,18
4,3,Uttar Pradesh,Hardoi ,Gopamau (NP),7012,174,1616,1083,1079,5200,7,15,1016,991,50,7
6,4,Uttar Pradesh,Hardoi ,Hardoi (NPP),9903,420,2231,2231,2051,5383,24,1845,1834,1744,260,180
8,5,Uttar Pradesh,Hardoi ,Kachhauna Patseni (NP),1985,357,1320,1320,1111,305,3,0,1205,462,69,7
10,6,Uttar Pradesh,Hardoi ,Kursath (NP),1297,18,736,736,715,540,3,0,673,417,14,3
12,7,Uttar Pradesh,Hardoi ,Madhoganj (NP),997,41,701,664,651,248,4,3,659,414,1,0
14,8,Uttar Pradesh,Hardoi ,Mallawan (NPP),5185,388,3340,3335,2481,1375,6,76,3016,2002,149,13
16,9,Uttar Pradesh,Hardoi ,Pali (NP),2263,881,1135,1135,1034,191,17,39,1038,199,17,3
18,10,Uttar Pradesh,Hardoi ,Pihani (NPP),3703,178,1728,1726,1647,1421,6,370,1582,1562,81,15
20,11,Uttar Pradesh,Hardoi ,Sandi (NPP),3718,462,1664,1650,1360,1443,10,139,1488,894,88,238
22,12,Uttar Pradesh,Hardoi ,Sandila (NPP),4451,372,2250,2250,2181,1811,9,9,2072,1633,351,941
24,13,Uttar Pradesh,Hardoi ,Shahabad (NPP),12336,237,5487,5289,4519,6253,23,336,5229,3122,61,83
0,1,Uttar Pradesh,Hathras,Hasayan (NP),5281,11,809,808,741,4205,2,254,807,741,36,26
2,2,Uttar Pradesh,Hathras,Hathras (NPP),10766,295,2793,2793,2617,6823,15,840,2629,1827,173,13
4,3,Uttar Pradesh,Hathras,Mendu (NP),2616,1,1172,1161,949,1155,2,286,1151,0,119,1
6,4,Uttar Pradesh,Hathras,Mursan (NP),5011,34,686,658,537,3997,2,292,611,0,96,60
8,5,Uttar Pradesh,Hathras,Purdilnagar (NP),2451,4,1175,1175,660,1207,8,57,1102,12,77,21
10,6,Uttar Pradesh,Hathras,Sadabad (NP),7713,35,887,887,834,6565,12,214,847,816,22,7
12,7,Uttar Pradesh,Hathras,Sahpau (NP),4394,4,754,744,695,3168,5,463,738,1,2,4
14,8,Uttar Pradesh,Hathras,Sasni (NP),7763,13,211,211,173,7446,2,91,203,0,2,5
16,9,Uttar Pradesh,Hathras,Sikandrarao (NPP),17331,125,2089,1643,982,6125,23,8969,1537,0,138,25
0,1,Uttar Pradesh,Jalaun ,Jalaun (NPP),9147,43,4210,4182,1752,3465,17,1412,3949,3830,150,14
2,2,Uttar Pradesh,Jalaun ,Kadaura (NP),9068,33,919,910,725,8017,7,92,834,509,24,7
4,3,Uttar Pradesh,Jalaun ,Kalpi (NPP),7784,61,1202,1202,975,6468,9,44,1230,1038,20,9
6,4,Uttar Pradesh,Jalaun ,Konch (NPP),3468,24,1700,1690,1395,1676,11,57,1430,1388,10,2
8,5,Uttar Pradesh,Jalaun ,Kotra (NP),1388,6,1262,1124,540,106,0,14,1024,707,100,11
10,6,Uttar Pradesh,Jalaun ,Madhogarh (NP),2149,0,815,815,764,1298,10,26,756,641,124,44
12,7,Uttar Pradesh,Jalaun ,Nadigaon (NP),1623,0,1027,1011,615,431,6,159,754,616,30,8
14,8,Uttar Pradesh,Jalaun ,Orai (NPP),7165,42,3647,3624,2552,3385,36,55,3438,2950,102,29
16,9,Uttar Pradesh,Jalaun ,Rampura (NP),1924,2,1332,882,504,495,9,86,786,242,127,9
18,10,Uttar Pradesh,Jalaun ,Umri (NP),1146,1,574,574,558,439,0,132,473,464,90,2
0,1,Uttar Pradesh,Jaunpur ,Badlapur(NP),3681,237,2391,1137,1118,848,18,187,744,577,266,24
2,2,Uttar Pradesh,Jaunpur ,Jafarabad (NP),936,45,722,722,711,121,0,48,537,529,29,2
4,3,Uttar Pradesh,Jaunpur ,Jaunpur (NPP),8371,2634,2029,2021,1414,3587,24,97,1459,425,49,29
6,4,Uttar Pradesh,Jaunpur ,Kerakat (NP),1680,48,450,450,427,1116,2,64,412,403,15,1
8,5,Uttar Pradesh,Jaunpur ,Khetasarai (NP),1574,104,974,900,763,301,2,193,667,592,44,2
10,6,Uttar Pradesh,Jaunpur ,Machhlishahr (NP),2453,25,993,993,536,1348,0,87,805,776,23,10
12,7,Uttar Pradesh,Jaunpur ,Mariahu (NP),6631,90,829,829,823,5696,8,8,676,605,52,7
14,8,Uttar Pradesh,Jaunpur ,Mogra Badshahpur (NPP),9962,386,528,525,224,8831,20,197,435,4,213,25
16,9,Uttar Pradesh,Jaunpur ,Shahganj (NPP),1290,18,665,665,610,580,0,27,456,8,109,3
0,1,Uttar Pradesh,Jhansi ,Babina (CB),22,22,0,0,0,0,0,0,1,0,0,1
2,2,Uttar Pradesh,Jhansi ,Baragaon (NP),1156,7,764,583,574,375,3,7,434,176,67,39
4,3,Uttar Pradesh,Jhansi ,Barua Sagar (NPP),2132,3,1961,1868,1114,120,1,47,804,568,101,1
6,4,Uttar Pradesh,Jhansi ,Chirgaon (NPP),934,23,741,741,724,169,0,1,488,418,114,5
8,5,Uttar Pradesh,Jhansi ,Erich (NP),1228,19,757,757,691,400,6,46,392,378,196,9
10,6,Uttar Pradesh,Jhansi ,Garautha (NP),1440,80,899,899,831,386,6,69,591,547,194,6
12,7,Uttar Pradesh,Jhansi ,Gursarai (NPP),2672,100,1700,1442,1315,855,14,3,1243,1020,219,215
14,8,Uttar Pradesh,Jhansi ,Jhansi (CB),0,0,0,0,0,0,0,0,0,0,0,0
16,9,Uttar Pradesh,Jhansi ,Jhansi (M Corp.),16334,128,10180,10179,7587,4296,56,1674,9266,7624,644,122
18,10,Uttar Pradesh,Jhansi ,Jhansi Railway Settlement (ITS),0,0,0,0,0,0,0,0,0,0,0,0
20,11,Uttar Pradesh,Jhansi ,Kathera (NP),1425,87,970,968,757,350,3,15,534,511,236,2
22,12,Uttar Pradesh,Jhansi ,Mauranipur (NPP),3808,16,2796,2795,2744,937,20,39,1673,1475,534,88
24,13,Uttar Pradesh,Jhansi ,Moth (NP),1307,11,773,773,493,509,8,6,531,444,100,103
26,14,Uttar Pradesh,Jhansi ,Ranipur (NP),2343,80,1527,1527,1466,720,5,11,631,476,684,10
28,15,Uttar Pradesh,Jhansi ,Samthar (NPP),2321,109,1664,1296,816,538,9,1,961,867,26,44
30,16,Uttar Pradesh,Jhansi ,Tondi Fatehpur (NP),1737,41,1243,1218,1207,452,1,0,766,742,292,9
0,1,Uttar Pradesh,Kannauj ,Chhibramau (NPP),31019,144,1637,1632,1546,29209,9,20,1663,1609,52,219
2,2,Uttar Pradesh,Kannauj ,Gursahaiganj (NPP),11876,56,1118,1118,1062,7793,21,2888,1633,1118,261,40
4,3,Uttar Pradesh,Kannauj ,Kannauj (NPP),10223,49,3138,3138,3002,6641,12,383,3138,2899,75,12
6,4,Uttar Pradesh,Kannauj ,Samdhan (NP),5460,32,1222,1222,977,3947,4,255,1231,1212,168,9
8,5,Uttar Pradesh,Kannauj ,Saurikh (NP),9867,90,662,440,390,9111,3,1,432,389,36,9
10,6,Uttar Pradesh,Kannauj ,Sikanderpur (NP),1127,0,633,633,603,468,2,24,638,633,9,9
12,7,Uttar Pradesh,Kannauj ,Talgram (NP),4170,15,718,717,617,3407,7,23,742,667,38,5
14,8,Uttar Pradesh,Kannauj ,Tirwaganj (NP),3550,0,748,746,689,2779,12,11,749,590,77,10
0,1,Uttar Pradesh,Kanpur ,Bilhaur (NPP),1605,0,563,563,492,1041,1,0,387,131,7,0
2,2,Uttar Pradesh,Kanpur ,Bithoor (NP),2033,44,1013,1013,913,966,6,4,730,722,26,1
4,3,Uttar Pradesh,Kanpur ,Ghatampur (NPP),17048,0,980,980,447,14233,14,1821,892,734,57,6
6,4,Uttar Pradesh,Kanpur ,Kanpur (CB),71,71,0,0,0,0,0,0,1,0,1,2
8,5,Uttar Pradesh,Kanpur ,Kanpur (M Corp.),25389,2409,14588,14574,9145,4530,36,3826,14545,3896,116,29
10,6,Uttar Pradesh,Kanpur ,Shivrajpur (NP),1739,0,767,767,736,953,7,12,688,676,15,1
0,1,Uttar Pradesh,Kanpur Dehat,Akbarpur (NP),5191,101,2350,2348,2097,1411,2,1327,1934,1848,66,1
2,2,Uttar Pradesh,Kanpur Dehat,Amraudha (NP),8532,53,805,780,706,7460,2,212,497,483,237,1
4,3,Uttar Pradesh,Kanpur Dehat,Derapur (NP),1603,122,581,390,339,898,1,1,135,85,77,4
6,4,Uttar Pradesh,Kanpur Dehat,Jhinjhak (NP),2256,113,633,631,601,1477,16,17,553,515,168,219
8,5,Uttar Pradesh,Kanpur Dehat,Pukhrayan (NPP),7228,19,451,451,437,6734,4,20,419,10,3,7
10,6,Uttar Pradesh,Kanpur Dehat,Rasulabad (NP),4186,170,2603,2598,1776,914,19,480,2210,274,277,25
12,7,Uttar Pradesh,Kanpur Dehat,Rura (NP),1029,55,453,426,413,515,6,0,232,127,204,3
14,8,Uttar Pradesh,Kanpur Dehat,Shivli (NP),2193,52,670,667,401,1462,5,4,531,509,94,5
16,9,Uttar Pradesh,Kanpur Dehat,Sikandra (NP),4704,11,603,561,458,2999,8,1083,356,8,76,8
0,1,Uttar Pradesh,Kasganj,Amanpur (NP),4984,71,546,545,522,3090,14,1263,369,336,2,48
2,2,Uttar Pradesh,Kasganj,Bhargain (NP),2852,33,1841,1429,1278,959,8,11,1398,226,0,42
4,3,Uttar Pradesh,Kasganj,Bilram (NP),2000,27,780,780,753,1158,3,32,695,684,64,116
6,4,Uttar Pradesh,Kasganj,Ganj Dundawara (NPP),3794,124,529,528,497,3110,7,24,498,427,36,7
8,5,Uttar Pradesh,Kasganj,Kasganj (NPP),11149,636,2129,1649,1579,8236,23,125,1706,1600,24,17
10,6,Uttar Pradesh,Kasganj,Mohanpur (NP),1228,0,675,675,637,551,1,1,624,606,47,0
12,7,Uttar Pradesh,Kasganj,Patiyali (NP),4481,22,773,762,631,3088,4,594,476,106,61,17
14,8,Uttar Pradesh,Kasganj,Sahawar (NP),4014,412,914,855,454,2655,14,19,1469,534,20,5
16,9,Uttar Pradesh,Kasganj,Sidhpura (NP),4384,361,753,728,670,3232,16,22,659,600,11,3
18,10,Uttar Pradesh,Kasganj,Soron (NPP),5740,12,1948,1948,1532,3513,8,259,1815,1184,65,42
0,1,Uttar Pradesh,Kaushambi,Ajhuwa (NP),2301,440,1645,1636,1072,164,11,41,1410,966,140,2
2,2,Uttar Pradesh,Kaushambi,Bharwari (NP),6914,3375,2942,1436,993,582,14,1,999,473,25,14
4,3,Uttar Pradesh,Kaushambi,Chail (NP),2272,20,1202,1200,660,705,2,343,813,71,369,7
6,4,Uttar Pradesh,Kaushambi,Karari (NP),1826,41,1298,1298,840,478,3,6,1197,456,0,1
8,5,Uttar Pradesh,Kaushambi,Manjhanpur (NP),1688,93,1328,1270,569,261,4,2,808,784,461,7
10,6,Uttar Pradesh,Kaushambi,Sarai Aquil (NP),1771,50,1385,1385,1131,1,2,333,784,620,564,71
12,7,Uttar Pradesh,Kaushambi,Sirathu (NP),2566,102,1938,1938,1487,510,7,9,1373,7,448,7
0,1,Uttar Pradesh,Kheri ,Barwar (NP),3048,67,1329,1256,1227,1632,12,8,1210,1057,19,6
2,2,Uttar Pradesh,Kheri ,Dhaurehra (NP),4495,166,1763,1763,1503,2354,7,205,1375,1264,254,10
4,3,Uttar Pradesh,Kheri ,Gola Gokaran Nath (NPP),3352,59,1808,1802,1752,1378,53,54,1924,1057,244,66
6,4,Uttar Pradesh,Kheri ,Kheri (NP),3998,3,2001,2001,1757,1631,6,357,2260,1689,225,7
8,5,Uttar Pradesh,Kheri ,Lakhimpur (NPP),10148,479,3049,3039,2758,6460,24,136,2753,2636,28,27
10,6,Uttar Pradesh,Kheri ,Mailani (NP),1872,127,1146,1143,1028,564,3,32,859,553,268,34
12,7,Uttar Pradesh,Kheri ,Mohammadi (NPP),2742,106,1236,1236,1196,1056,6,338,1185,1029,54,14
14,8,Uttar Pradesh,Kheri ,Oel Dhakwa (NP),1308,6,735,735,687,523,3,41,721,635,48,4
16,9,Uttar Pradesh,Kheri ,Paliya Kalan (NPP),2147,34,1231,1182,1156,855,3,24,826,817,160,10
18,10,Uttar Pradesh,Kheri ,Singahi Bhiraura (NP),2820,158,1385,1385,1325,258,2,1017,1288,1286,60,14
0,1,Uttar Pradesh,Kushinagar ,Hata (NPP),13982,35,7124,7124,7016,6263,24,536,6243,5712,1028,161
2,2,Uttar Pradesh,Kushinagar ,Kaptanganj (NP),3930,20,2810,2780,2300,1050,12,38,2461,1782,647,521
4,3,Uttar Pradesh,Kushinagar ,Khadda (NP),2187,15,1481,1382,958,640,4,47,1253,0,161,2
6,4,Uttar Pradesh,Kushinagar ,Kushinagar (NPP),16824,12,8599,8599,8539,6561,53,1599,2961,2450,4780,19
8,5,Uttar Pradesh,Kushinagar ,Padrauna (NPP),5688,109,1233,1229,1176,3707,9,630,628,553,74,7
10,6,Uttar Pradesh,Kushinagar ,Ramkola (NP),2453,415,1556,1369,497,441,18,23,922,582,104,6
12,7,Uttar Pradesh,Kushinagar ,Sewarhi (NP),4496,224,1045,1045,1042,3040,4,183,1007,984,58,3
0,1,Uttar Pradesh,Lalitpur ,Lalitpur (NPP),11653,204,6458,6456,5587,4469,43,479,4931,4644,545,16
2,2,Uttar Pradesh,Lalitpur ,Mahroni (NP),2196,8,1083,1083,1016,983,12,110,997,874,83,6
4,3,Uttar Pradesh,Lalitpur ,Pali (NP),1780,16,890,890,461,622,12,240,677,653,84,2
6,4,Uttar Pradesh,Lalitpur ,Talbehat (NP),1331,0,763,763,701,478,0,90,572,571,123,4
0,1,Uttar Pradesh,Lucknow,Amethi (NP),2149,68,1379,1379,1202,591,3,108,1389,1371,76,385
2,2,Uttar Pradesh,Lucknow,Bakshi Ka Talab (NP),7556,693,5208,5208,5150,1257,6,392,5092,2901,135,30
4,3,Uttar Pradesh,Lucknow,Gosainganj (NP),811,116,643,643,330,49,1,2,635,91,14,25
6,4,Uttar Pradesh,Lucknow,Itaunja (NP),665,63,396,396,360,154,1,51,392,130,18,3
8,5,Uttar Pradesh,Lucknow,Kakori (NP),2078,75,802,802,390,945,2,254,798,56,1,0
10,6,Uttar Pradesh,Lucknow,Lucknow (CB),91,89,1,1,1,0,1,0,2,0,0,6
12,7,Uttar Pradesh,Lucknow,Lucknow (M Corp.),31669,975,14831,14726,9593,9248,26,6589,13997,497,142,44
14,8,Uttar Pradesh,Lucknow,Mahona (NP),1479,133,834,834,631,510,1,1,751,77,79,2
16,9,Uttar Pradesh,Lucknow,Malihabad (NP),1505,240,644,644,504,617,1,3,638,0,29,14
18,10,Uttar Pradesh,Lucknow,Nagram (NP),2505,0,1385,1378,1198,1091,2,27,1374,526,0,40
0,1,Uttar Pradesh,Maharajganj ,Anandnagar (NP),1094,36,298,298,289,752,1,7,299,280,8,5
2,2,Uttar Pradesh,Maharajganj ,Ghughuli (NP),2353,77,1710,1710,1611,513,4,49,1709,970,56,18
4,3,Uttar Pradesh,Maharajganj ,Maharajganj (NPP),6323,402,2675,2578,2204,2492,21,733,2350,1456,247,312
6,4,Uttar Pradesh,Maharajganj ,Nautanwa (NPP),7696,175,2311,2283,2091,4918,26,266,2148,130,263,16
8,5,Uttar Pradesh,Maharajganj ,Nichlaul (NP),2803,717,1443,1423,1216,636,3,4,1302,97,207,90
10,6,Uttar Pradesh,Maharajganj ,Siswa Bazar (NP),1691,66,1121,1119,1020,359,9,136,1010,728,106,6
12,7,Uttar Pradesh,Maharajganj ,Sonauli (NP),3377,401,2618,2409,2407,343,1,14,2262,1600,144,4
0,1,Uttar Pradesh,Mahoba ,Charkhari (NPP),3779,200,1838,1830,1443,1639,12,90,1430,1377,375,22
2,2,Uttar Pradesh,Mahoba ,Kabrai (NP),6449,92,2319,2319,2296,3890,16,132,2075,1822,184,6
4,3,Uttar Pradesh,Mahoba ,Kharela (NP),3566,5,1788,1305,830,1628,4,141,986,968,119,273
6,4,Uttar Pradesh,Mahoba ,Kul Pahar (NP),2007,293,1026,1026,970,677,7,4,781,724,175,17
8,5,Uttar Pradesh,Mahoba ,Mahoba (NPP),5825,450,3991,3991,3662,1355,26,3,3316,1878,679,105
0,1,Uttar Pradesh,Mainpuri ,Bewar (NP),9551,0,640,628,472,8710,4,197,575,51,19,7
2,2,Uttar Pradesh,Mainpuri ,Bhogaon (NP),7444,21,1385,1385,1244,5915,16,107,1262,988,84,23
4,3,Uttar Pradesh,Mainpuri ,Ghiraur (NP),3568,55,994,994,951,2433,16,70,898,834,15,16
6,4,Uttar Pradesh,Mainpuri ,Jyoti Khuriya (NP),1566,79,787,773,652,686,2,12,727,138,7,9
8,5,Uttar Pradesh,Mainpuri ,Karhal (NP),3787,62,1455,1454,1344,2250,10,10,1320,1196,38,13
10,6,Uttar Pradesh,Mainpuri ,Kishni (NP),9019,105,1926,1168,942,6422,22,544,978,1,123,60
12,7,Uttar Pradesh,Mainpuri ,Kuraoali (NP),5923,500,1932,1932,1875,3121,12,358,1884,1790,27,3
14,8,Uttar Pradesh,Mainpuri ,Kusmara (NP),2727,138,1418,1415,1293,1142,7,22,1308,342,66,18
16,9,Uttar Pradesh,Mainpuri ,Mainpuri (NPP),11404,1784,4389,3789,3651,5102,45,84,1745,0,69,31
0,1,Uttar Pradesh,Mathura ,Bajna (NP),2265,28,368,364,341,1006,3,860,352,0,2,1
2,2,Uttar Pradesh,Mathura ,Baldeo (NP),6252,10,298,298,265,4963,11,970,277,154,19,17
4,3,Uttar Pradesh,Mathura ,Barsana (NP),1518,8,745,706,608,347,4,414,647,614,20,2
6,4,Uttar Pradesh,Mathura ,Chaumuhan (NP),2434,0,792,792,563,1301,3,338,721,531,9,142
8,5,Uttar Pradesh,Mathura ,Chhata (NP),3948,3,617,617,579,3296,3,29,617,0,0,4
10,6,Uttar Pradesh,Mathura ,Farah (NP),4817,10,692,374,328,3627,6,482,487,373,11,6
12,7,Uttar Pradesh,Mathura ,Gokul (NP),1432,8,157,157,152,1254,2,11,156,0,1,0
14,8,Uttar Pradesh,Mathura ,Govardhan (NP),3137,0,956,955,863,2160,5,16,910,346,14,11
16,9,Uttar Pradesh,Mathura ,Kosi Kalan (NPP),5067,177,802,801,776,3964,12,112,747,136,8,3
18,10,Uttar Pradesh,Mathura ,Mahaban (NP),2999,1,967,965,697,1695,4,332,911,0,15,4
20,11,Uttar Pradesh,Mathura ,Mathura (CB),36,36,0,0,0,0,0,0,0,0,0,2
22,12,Uttar Pradesh,Mathura ,Mathura-Vrindavan (NN),30624,3561,7314,7314,7173,19531,68,150,4214,1028,913,38
24,13,Uttar Pradesh,Mathura ,Nandgaon (NP),2876,3,707,707,582,1749,5,412,607,1,60,2
26,14,Uttar Pradesh,Mathura ,Radhakund (NP),668,0,367,367,338,271,1,29,341,280,5,1
28,15,Uttar Pradesh,Mathura ,Raya (NP),16295,1,355,322,285,7698,11,8230,294,97,64,10
30,16,Uttar Pradesh,Mathura ,Saunkh (NP),1827,0,500,499,451,1050,1,276,455,406,8,4
0,1,Uttar Pradesh,Mau,Adari (NP),992,45,749,749,702,170,8,20,675,0,75,12
2,2,Uttar Pradesh,Mau,Amila (NP),635,3,267,266,249,252,2,111,247,5,0,1
4,3,Uttar Pradesh,Mau,Chiraiyakot (NP),1507,495,994,994,982,14,4,0,921,0,68,1
6,4,Uttar Pradesh,Mau,Dohrighat (NP),685,38,397,397,292,128,0,122,277,0,43,2
8,5,Uttar Pradesh,Mau,Ghosi (NP),2093,30,1193,1193,1160,654,27,189,1085,0,32,7
10,6,Uttar Pradesh,Mau,Kopaganj (NP),2121,10,1557,1557,1512,401,24,129,1409,1,75,24
12,7,Uttar Pradesh,Mau,Madhuban (NP),2530,143,2326,1044,1042,48,13,0,286,0,138,3
14,8,Uttar Pradesh,Mau,Maunath Bhanjan (NPP),13678,890,7281,5637,4899,5052,30,425,5074,278,103,24
16,9,Uttar Pradesh,Mau,Muhammadabad (NP),1980,1,1464,1369,1181,395,5,115,1310,0,27,7
18,10,Uttar Pradesh,Mau,Walidpur(NP),2659,386,1982,1840,1640,143,1,147,1533,0,221,2
0,1,Uttar Pradesh,Meerut ,Bahsuma (NP),2279,80,352,351,317,1719,0,128,345,63,1,3
2,2,Uttar Pradesh,Meerut ,Daurala (NP),933,211,480,478,399,173,6,63,448,70,12,5
4,3,Uttar Pradesh,Meerut ,Harra (NP),2714,468,1115,1034,1034,953,1,177,959,0,6,1
6,4,Uttar Pradesh,Meerut ,Hastinapur (NP),3955,868,750,750,502,2248,7,82,725,86,33,3
8,5,Uttar Pradesh,Meerut ,Karnawal (NP),660,12,440,440,421,201,4,3,445,424,1,1
10,6,Uttar Pradesh,Meerut ,Kharkhoda (NP),444,2,150,150,126,273,1,18,149,149,2,1
12,7,Uttar Pradesh,Meerut ,Khiwai (NP),2790,560,596,486,486,1074,3,557,181,0,286,0
14,8,Uttar Pradesh,Meerut ,Kithaur (NP),826,2,410,408,402,410,1,3,208,204,95,0
16,9,Uttar Pradesh,Meerut ,Lawar (NP),1196,75,752,752,651,277,2,90,752,416,9,14
18,10,Uttar Pradesh,Meerut ,Mawana (NPP),5019,21,1675,1617,1337,2952,6,365,1506,620,12,3
20,11,Uttar Pradesh,Meerut ,Meerut (CB),394,381,0,0,0,0,6,7,7,0,1,4
22,12,Uttar Pradesh,Meerut ,Meerut (M Corp.),19980,128,12404,12404,10078,7332,26,90,11293,0,286,13
24,13,Uttar Pradesh,Meerut ,Parikshitgarh (NP),799,170,468,404,402,58,11,92,436,268,15,3
26,14,Uttar Pradesh,Meerut ,Phalauda (NP),1185,7,681,681,462,497,0,0,567,556,19,0
28,15,Uttar Pradesh,Meerut ,Sardhana (NPP),2686,672,1211,1207,1114,689,6,108,1092,132,1,6
30,16,Uttar Pradesh,Meerut ,Sewalkhas (NP),1831,6,484,484,450,1156,1,184,473,466,6,1
32,17,Uttar Pradesh,Meerut ,Shahjahanpur (NP),774,0,772,772,772,0,0,2,712,697,1,0
0,1,Uttar Pradesh,Mirzapur-cum-Vindhyachal ,Ahraura (NPP),3893,804,2088,1716,1605,584,16,401,1373,1335,43,1
2,2,Uttar Pradesh,Mirzapur-cum-Vindhyachal ,Chunar (NPP),5168,206,1888,1688,1635,2899,9,166,1264,1205,275,10
4,3,Uttar Pradesh,Mirzapur-cum-Vindhyachal ,Kachhwa (NP),2553,238,679,679,586,1561,2,73,613,271,305,7
6,4,Uttar Pradesh,Mirzapur-cum-Vindhyachal ,Mirzapur-cum-Vindhyachal (NPP),42985,2604,5991,5991,2868,31770,63,2557,5606,3076,179,44
0,1,Uttar Pradesh,Moradabad ,Agwanpur (NP),1312,76,882,875,868,352,0,2,860,0,44,2
2,2,Uttar Pradesh,Moradabad ,Bhojpur Dharampur (NP),2151,42,379,379,371,1707,9,14,385,26,78,4
4,3,Uttar Pradesh,Moradabad ,Bilari (NPP),3958,0,882,882,837,2972,16,88,889,597,8,25
6,4,Uttar Pradesh,Moradabad ,Dhakia (NP),846,673,173,147,147,0,0,0,130,0,16,1
8,5,Uttar Pradesh,Moradabad ,Kanth (NP),2436,50,666,666,652,1602,6,112,645,642,13,8
10,6,Uttar Pradesh,Moradabad ,Kundarki (NP),5977,0,746,746,660,4504,25,702,746,0,0,23
12,7,Uttar Pradesh,Moradabad ,Moradabad (M Corp.),25416,212,4893,4893,4238,17480,84,2747,4768,2487,3,74
14,8,Uttar Pradesh,Moradabad ,Pakbada (NP),1164,3,497,497,497,656,8,0,499,0,2,1
16,9,Uttar Pradesh,Moradabad ,Thakurdwara (NPP),1696,527,48,48,48,1108,3,10,47,27,2,8
18,10,Uttar Pradesh,Moradabad ,Umri Kalan (NP),1415,332,499,482,418,353,1,230,451,0,10,6
0,1,Uttar Pradesh,Muzaffarnagar ,Bhokarhedi (NP),2652,502,929,912,700,1149,1,71,912,17,2,1
2,2,Uttar Pradesh,Muzaffarnagar ,Budhana (NP),1472,8,497,497,465,898,7,62,500,476,2,15
4,3,Uttar Pradesh,Muzaffarnagar ,Charthawal (NP),1711,0,629,629,621,1019,1,62,630,143,1,8
6,4,Uttar Pradesh,Muzaffarnagar ,Jansath (NP),1190,83,321,309,298,692,5,89,309,6,1,1
8,5,Uttar Pradesh,Muzaffarnagar ,Khatauli (NPP),1144,132,640,640,618,363,6,3,641,0,3,3
10,6,Uttar Pradesh,Muzaffarnagar ,Miranpur (NP),2165,745,479,479,375,874,13,54,469,1,2,5
12,7,Uttar Pradesh,Muzaffarnagar ,Muzaffarnagar (NPP),4877,197,3276,3275,3013,1301,4,99,3061,2,29,3
14,8,Uttar Pradesh,Muzaffarnagar ,Purquazi (NP),1190,56,417,415,342,694,5,18,403,361,5,3
16,9,Uttar Pradesh,Muzaffarnagar ,Shahpur (NP),1285,4,445,445,431,819,13,4,434,0,34,4
18,10,Uttar Pradesh,Muzaffarnagar ,Sisauli (NP),1433,157,291,291,218,977,1,7,283,279,0,6
0,1,Uttar Pradesh,Pilibhit ,Barkhera (NP),1890,78,1262,1262,1152,546,3,1,386,6,97,1
2,2,Uttar Pradesh,Pilibhit ,Bilsanda (NP),1330,13,1142,1140,535,89,1,85,837,129,7,1
4,3,Uttar Pradesh,Pilibhit ,Bisalpur (NPP),3914,210,1960,1929,1240,1679,13,52,2013,32,6,9
6,4,Uttar Pradesh,Pilibhit ,Gulariya Bhindara (NP),344,0,128,128,128,214,1,1,105,0,3,1
8,5,Uttar Pradesh,Pilibhit ,Jahanabad (NP),1666,16,904,895,431,731,15,0,676,22,156,1
10,6,Uttar Pradesh,Pilibhit ,Kalinagar (NP),2177,29,1438,1426,1064,698,6,6,618,1,227,0
12,7,Uttar Pradesh,Pilibhit ,Nyoria Husainpur (NP),3635,44,2453,2453,1486,1133,5,0,771,3,269,14
14,8,Uttar Pradesh,Pilibhit ,Pilibhit (NPP),4089,823,1611,1502,213,1635,14,6,1131,36,81,12
16,9,Uttar Pradesh,Pilibhit ,Puranpur (NPP),1332,2,869,863,752,445,10,6,761,3,57,9
0,1,Uttar Pradesh,Pratapgarh,Antu (NP),2234,742,718,718,637,728,7,39,719,102,180,2
2,2,Uttar Pradesh,Pratapgarh,Bela Pratapgarh (NPP),4835,452,1664,1657,1511,2639,16,64,1502,163,6,11
4,3,Uttar Pradesh,Pratapgarh,Katra Medniganj (NP),2039,0,423,423,413,1604,7,5,416,116,4,1
6,4,Uttar Pradesh,Pratapgarh,Kunda (NP),6968,1459,3133,1517,1225,2244,18,114,1554,0,20,17
8,5,Uttar Pradesh,Pratapgarh,Lalganj (NP),2877,1210,1269,744,742,356,18,24,715,0,10,12
10,6,Uttar Pradesh,Pratapgarh,Manikpur (NP),5437,448,2289,2289,1924,2627,1,72,2289,1,0,1
12,7,Uttar Pradesh,Pratapgarh,Patti (NP),2817,14,670,669,342,2124,5,4,666,50,14,10
